area,bbox,category_id,id,image_id
51520,"[548, 189, 230, 224]",16547,5628,1481
54731,"[573, 195, 239, 229]",16547,5629,1482
56880,"[173, 834, 240, 237]",16547,5627,1480
109135,"[513, 249, 299, 365]",35205,58,16
111900,"[164, 682, 300, 373]",35205,60,18
33670,"[338, 226, 185, 182]",3350,63,18
35520,"[297, 165, 185, 192]",3350,62,17
77430,"[117, 288, 267, 290]",41767,64,16
82384,"[603, 733, 271, 304]",41767,66,18
35530,"[426, 824, 187, 190]",3350,385,103
34040,"[365, 264, 184, 185]",3350,387,105
40680,"[152, 237, 180, 226]",21324,382,103
40533,"[654, 845, 177, 229]",21324,384,105
40480,"[617, 759, 176, 230]",21324,383,104
85888,"[575, 219, 244, 352]",18356,388,103
89520,"[154, 703, 240, 373]",18356,390,105
92256,"[109, 607, 248, 372]",18356,389,104
146754,"[543, 616, 279, 526]",12777,5516,1451
151380,"[116, 68, 290, 522]",12777,5518,1450
111644,"[107, 678, 226, 494]",2482,5511,1451
104218,"[603, 45, 214, 487]",2482,5512,1450
97968,"[597, 83, 208, 471]",2482,5510,1452
120540,"[109, 44, 245, 492]",13394,5508,1451
118500,"[591, 712, 237, 500]",13394,5507,1450
62744,"[553, 203, 248, 253]",25437,5513,1451
69948,"[126, 824, 261, 268]",25437,5514,1452
167442,"[59, 84, 354, 473]",22626,4024,1061
171114,"[527, 642, 361, 474]",22626,4023,1060
170924,"[67, 99, 346, 494]",22626,4025,1062
99470,"[607, 42, 203, 490]",2482,4034,1061
109340,"[110, 677, 220, 497]",2482,4033,1060
93969,"[606, 77, 197, 477]",2482,4032,1062
116584,"[591, 713, 236, 494]",13394,4031,1061
123318,"[600, 707, 234, 527]",13394,4030,1062
65535,"[122, 809, 255, 257]",25437,4026,1061
62484,"[556, 205, 246, 254]",25437,4027,1060
69680,"[124, 823, 260, 268]",25437,4028,1062
120258,"[143, 142, 262, 459]",27925,4845,1270
122488,"[601, 670, 251, 488]",27925,4847,1272
126420,"[570, 629, 258, 490]",27925,4846,1271
28063,"[630, 894, 211, 133]",1899,4843,1270
25781,"[157, 250, 203, 127]",1899,4842,1272
25400,"[142, 241, 200, 127]",1899,4844,1271
86856,"[637, 273, 308, 282]",18109,4850,1270
92678,"[14, 692, 311, 298]",18109,4848,1271
54264,"[630, 175, 238, 228]",16547,4841,1272
52891,"[601, 170, 233, 227]",16547,4840,1271
28560,"[609, 901, 210, 136]",1899,5365,1409
30459,"[581, 867, 213, 143]",1899,5364,1410
27876,"[188, 273, 202, 138]",1899,5363,1408
42000,"[124, 168, 210, 200]",33207,5359,1409
40170,"[111, 161, 206, 195]",33207,5357,1410
45570,"[658, 899, 217, 210]",33207,5358,1408
32218,"[125, 865, 181, 178]",21025,5355,1409
32578,"[91, 832, 182, 179]",21025,5356,1410
54970,"[671, 221, 239, 230]",16547,5362,1409
53124,"[641, 211, 233, 228]",16547,5360,1410
58080,"[75, 807, 242, 240]",16547,5361,1408
93220,"[599, 636, 236, 395]",32309,2833,746
94000,"[637, 733, 235, 400]",32309,2834,747
37050,"[351, 892, 190, 195]",3350,2835,745
33294,"[397, 138, 179, 186]",3350,2836,746
33855,"[437, 193, 183, 185]",3350,2837,747
54740,"[664, 271, 238, 230]",16261,2829,745
62244,"[18, 707, 252, 247]",16261,2830,746
32578,"[166, 277, 182, 179]",12419,5169,1359
35908,"[627, 814, 191, 188]",12419,5171,1357
77328,"[196, 715, 216, 358]",6562,5172,1358
71868,"[584, 232, 212, 339]",6562,5173,1359
79716,"[165, 673, 219, 364]",6562,5174,1357
40994,"[114, 241, 206, 199]",3543,5176,1358
45368,"[674, 827, 214, 212]",3543,5175,1359
53775,"[605, 177, 239, 225]",16547,5167,1358
53110,"[577, 169, 235, 226]",16547,5166,1357
35811,"[643, 854, 207, 173]",1899,374,101
31324,"[134, 244, 191, 164]",1899,375,100
85800,"[611, 222, 300, 286]",18109,378,101
77121,"[86, 257, 369, 209]",33008,371,101
75000,"[551, 837, 375, 200]",33008,372,102
80180,"[521, 791, 380, 211]",33008,370,100
58776,"[128, 894, 248, 237]",16547,380,101
54026,"[613, 136, 238, 227]",16547,381,102
34965,"[324, 200, 185, 189]",3350,3001,791
36288,"[427, 839, 189, 182]",3350,3000,790
34224,"[363, 261, 186, 184]",3350,3002,792
42966,"[613, 730, 198, 217]",21324,3007,791
39520,"[138, 298, 190, 208]",21324,3006,790
40301,"[654, 820, 191, 211]",21324,3008,792
153608,"[75, 597, 364, 422]",33879,3004,791
140000,"[500, 201, 350, 400]",33879,3003,790
148104,"[119, 698, 363, 408]",33879,3005,792
102544,"[67, 663, 208, 493]",2482,970,256
94472,"[667, 64, 196, 482]",2482,969,257
94598,"[657, 104, 203, 466]",2482,968,258
159134,"[496, 655, 317, 502]",19551,965,256
158574,"[128, 47, 321, 494]",19551,966,257
159543,"[131, 68, 311, 513]",19551,967,258
113505,"[598, 682, 235, 483]",5885,962,257
125240,"[605, 679, 248, 505]",5885,964,258
62499,"[543, 181, 249, 251]",25437,959,256
64516,"[136, 838, 254, 254]",25437,960,257
69948,"[137, 850, 261, 268]",25437,961,258
164838,"[489, 597, 331, 498]",6191,5039,1322
171182,"[126, 132, 341, 502]",6191,5037,1321
103840,"[600, 702, 220, 472]",4377,5045,1321
96942,"[594, 702, 214, 453]",4377,5044,1323
73437,"[552, 189, 273, 269]",5093,5035,1322
80655,"[108, 813, 285, 283]",5093,5034,1321
78399,"[104, 799, 281, 279]",5093,5036,1323
113280,"[87, 680, 236, 480]",2482,5041,1322
101222,"[608, 88, 214, 473]",2482,5042,1321
107226,"[618, 50, 222, 483]",2482,5040,1323
79794,"[651, 140, 198, 403]",35205,4250,1115
82416,"[680, 153, 202, 408]",35205,4249,1116
47488,"[63, 810, 224, 212]",27652,4246,1115
43164,"[673, 256, 218, 198]",27652,4247,1114
46592,"[94, 852, 224, 208]",27652,4245,1116
167931,"[561, 698, 397, 423]",30307,4239,1114
165060,"[54, 142, 393, 420]",30307,4241,1116
49764,"[559, 812, 286, 174]",3482,4243,1115
48650,"[130, 288, 278, 175]",3482,4242,1114
77826,"[194, 708, 218, 357]",6562,3077,808
72504,"[586, 237, 212, 342]",6562,3076,809
42558,"[605, 790, 173, 246]",29870,3072,810
39913,"[634, 825, 167, 239]",29870,3074,808
39904,"[198, 240, 172, 232]",29870,3073,809
40800,"[92, 198, 204, 200]",3543,3070,810
46652,"[676, 860, 218, 214]",3543,3069,809
143975,"[587, 39, 325, 443]",16550,3068,810
157776,"[612, 47, 346, 456]",16550,3066,808
156646,"[41, 733, 334, 469]",16550,3067,809
155400,"[543, 635, 296, 525]",12777,392,107
156849,"[105, 73, 291, 539]",12777,391,106
151902,"[111, 51, 291, 522]",12777,393,108
100980,"[100, 104, 255, 396]",22361,401,107
109225,"[598, 744, 257, 425]",22361,400,106
124974,"[79, 660, 262, 477]",2482,399,107
105800,"[599, 121, 230, 460]",2482,398,106
119225,"[599, 84, 251, 475]",2482,397,108
61250,"[537, 177, 245, 250]",25437,396,107
69680,"[146, 856, 260, 268]",25437,395,106
64516,"[145, 844, 254, 254]",25437,394,108
40356,"[90, 827, 228, 177]",19860,3515,927
36573,"[128, 865, 219, 167]",19860,3514,926
35530,"[646, 177, 190, 187]",16231,3511,926
59052,"[573, 838, 259, 228]",3482,3509,927
54366,"[152, 220, 246, 221]",3482,3507,925
59800,"[600, 867, 260, 230]",3482,3508,926
184380,"[62, 142, 420, 439]",34596,3518,927
198009,"[486, 626, 441, 449]",34596,3517,925
184896,"[80, 174, 428, 432]",34596,3516,926
82875,"[40, 753, 325, 255]",20876,4784,1254
78568,"[595, 260, 322, 244]",20876,4783,1253
155067,"[64, 62, 381, 407]",30307,4780,1254
173031,"[529, 760, 411, 421]",30307,4779,1253
47080,"[597, 182, 220, 214]",29666,4778,1254
52896,"[133, 858, 232, 228]",29666,4777,1253
48614,"[626, 184, 223, 218]",29666,4776,1252
54016,"[145, 289, 211, 256]",3482,4787,1253
157052,"[95, 106, 316, 497]",25366,4660,1222
173530,"[546, 627, 335, 518]",25366,4661,1223
47925,"[63, 809, 225, 213]",27652,4662,1222
44421,"[671, 255, 221, 201]",27652,4664,1223
45308,"[613, 205, 188, 241]",36636,4656,1222
48000,"[643, 207, 192, 250]",36636,4658,1224
50764,"[151, 801, 196, 259]",36636,4657,1223
47974,"[585, 844, 289, 166]",3482,4665,1224
48475,"[131, 288, 277, 175]",3482,4666,1223
107575,"[77, 818, 331, 325]",3742,866,231
98240,"[535, 150, 320, 307]",3742,867,229
104632,"[75, 801, 328, 319]",3742,868,230
187128,"[497, 657, 414, 452]",23222,863,229
176757,"[47, 93, 399, 443]",23222,864,230
131660,"[598, 106, 290, 454]",2482,870,231
129048,"[51, 683, 283, 456]",2482,869,229
124215,"[617, 78, 273, 455]",2482,871,230
120780,"[598, 698, 244, 495]",5885,873,230
147870,"[99, 164, 279, 530]",6191,2819,744
103032,"[656, 703, 216, 477]",4377,2821,744
103040,"[641, 702, 224, 460]",4377,2820,743
96356,"[80, 99, 218, 442]",4377,2822,742
114291,"[600, 104, 249, 459]",2482,2825,744
111860,"[617, 62, 235, 476]",2482,2824,743
112306,"[85, 677, 241, 466]",2482,2823,742
69692,"[111, 842, 262, 266]",25437,2826,744
63479,"[570, 186, 247, 257]",25437,2827,742
78621,"[187, 707, 219, 359]",6562,686,182
71269,"[593, 240, 209, 341]",6562,685,183
80300,"[155, 666, 220, 365]",6562,687,181
42622,"[142, 189, 211, 202]",3543,692,182
46872,"[641, 875, 217, 216]",3543,691,183
40800,"[126, 183, 204, 200]",3543,693,181
47960,"[623, 827, 220, 218]",10220,683,182
47073,"[158, 261, 221, 213]",10220,684,183
50172,"[596, 791, 226, 222]",10220,682,181
161202,"[563, 140, 401, 402]",16550,690,182
156024,"[539, 127, 396, 394]",16550,689,181
44178,"[667, 255, 222, 199]",27652,1754,463
47686,"[64, 812, 226, 211]",27652,1755,464
52899,"[133, 870, 231, 229]",20237,1750,463
42218,"[136, 184, 209, 202]",28762,1757,464
42200,"[156, 192, 211, 200]",28762,1758,465
48024,"[131, 288, 276, 174]",3482,1760,463
50750,"[560, 811, 290, 175]",3482,1761,464
47685,"[586, 844, 289, 165]",3482,1759,465
35200,"[175, 811, 176, 200]",27776,754,199
34515,"[638, 297, 177, 195]",27776,752,200
37286,"[143, 774, 181, 206]",27776,753,201
161600,"[36, 119, 404, 400]",30307,756,199
153272,"[24, 103, 391, 392]",30307,755,201
52664,"[127, 882, 232, 227]",29666,758,200
46004,"[603, 163, 217, 212]",29666,759,201
58649,"[175, 273, 263, 223]",3482,750,200
59850,"[536, 779, 266, 225]",3482,751,201
156880,"[101, 115, 296, 530]",12777,2706,712
147525,"[551, 597, 281, 525]",12777,2708,713
77837,"[135, 828, 277, 281]",5093,2700,714
71285,"[525, 164, 269, 265]",5093,2701,713
105408,"[639, 65, 216, 488]",2482,2704,714
107802,"[626, 94, 226, 477]",2482,2703,712
114310,"[633, 676, 230, 497]",13394,2699,714
125145,"[641, 676, 243, 515]",13394,2697,712
114915,"[78, 79, 235, 489]",13394,2698,713
90852,"[658, 177, 226, 402]",35205,1020,272
41370,"[119, 195, 210, 197]",22346,1024,272
38994,"[106, 189, 201, 194]",22346,1022,271
76360,"[116, 768, 332, 230]",20876,1026,272
80253,"[85, 725, 333, 241]",20876,1027,271
77315,"[543, 293, 329, 235]",20876,1025,273
57452,"[650, 750, 212, 271]",3482,1017,272
57392,"[625, 718, 211, 272]",3482,1016,271
53086,"[143, 293, 209, 254]",3482,1018,273
101475,"[589, 702, 225, 451]",4377,5487,1446
108810,"[595, 705, 234, 465]",4377,5486,1445
97903,"[135, 102, 221, 443]",4377,5488,1444
111547,"[131, 813, 337, 331]",3742,5490,1445
93912,"[485, 151, 312, 301]",3742,5489,1444
149094,"[119, 69, 297, 502]",23222,5493,1446
147828,"[129, 101, 291, 508]",23222,5492,1445
89768,"[621, 77, 196, 458]",2482,5484,1445
80030,"[558, 257, 302, 265]",27732,4978,1307
90240,"[94, 733, 320, 282]",27732,4977,1306
86147,"[132, 776, 311, 277]",27732,4979,1308
196910,"[472, 822, 485, 406]",25366,4986,1307
177773,"[45, 25, 457, 389]",25366,4988,1306
186756,"[55, 33, 474, 394]",25366,4987,1308
53590,"[89, 865, 233, 230]",29666,4980,1307
47294,"[637, 176, 221, 214]",29666,4981,1306
48760,"[665, 180, 230, 212]",29666,4982,1308
54471,"[121, 308, 271, 201]",3482,4985,1307
57408,"[580, 758, 276, 208]",3482,4984,1306
58025,"[610, 790, 275, 211]",3482,4983,1308
117192,"[146, 143, 257, 456]",27925,6,2
25654,"[158, 251, 202, 127]",1899,1,1
27930,"[631, 893, 210, 133]",1899,2,2
25600,"[143, 242, 200, 128]",1899,3,3
49128,"[636, 274, 178, 276]",24849,12,2
53640,"[141, 701, 180, 298]",24849,11,3
162004,"[553, 75, 404, 401]",16550,9,1
172628,"[29, 762, 412, 419]",16550,7,2
154044,"[529, 63, 389, 396]",16550,8,3
105049,"[52, 787, 349, 301]",25468,2224,586
92584,"[577, 191, 326, 284]",25468,2225,587
44450,"[676, 174, 175, 254]",36636,2230,588
41580,"[146, 197, 210, 198]",28762,2228,586
43466,"[163, 205, 211, 206]",28762,2229,588
47945,"[614, 857, 223, 215]",28762,2227,587
53847,"[576, 812, 279, 193]",3482,2235,586
52264,"[601, 846, 278, 188]",3482,2233,588
51110,"[127, 271, 269, 190]",3482,2234,587
35532,"[353, 163, 189, 188]",3350,3703,977
37050,"[394, 876, 190, 195]",3350,3702,976
33852,"[397, 223, 186, 182]",3350,3704,978
36855,"[649, 712, 189, 195]",22073,3709,977
35910,"[108, 324, 190, 189]",22073,3708,976
34224,"[688, 806, 184, 186]",22073,3710,978
130790,"[10, 677, 451, 290]",33879,3706,977
122360,"[477, 247, 437, 280]",33879,3705,976
125086,"[58, 775, 442, 283]",33879,3707,978
31122,"[690, 275, 182, 171]",12419,1245,333
34034,"[117, 859, 187, 182]",12419,1244,331
46440,"[645, 920, 216, 215]",3543,1242,333
39984,"[124, 143, 204, 196]",3543,1241,332
42224,"[141, 144, 208, 203]",3543,1240,331
45792,"[157, 892, 216, 212]",4542,1251,333
41600,"[617, 169, 208, 200]",4542,1250,331
135564,"[123, 215, 286, 474]",16550,1248,333
143080,"[589, 577, 292, 490]",16550,1246,331
34034,"[347, 195, 182, 187]",3350,906,239
34224,"[386, 254, 186, 184]",3350,907,240
34780,"[404, 834, 185, 188]",3350,905,238
97965,"[6567, 625, 311, 315]",18356,903,239
95788,"[610, 727, 308, 311]",18356,904,240
91500,"[67, 260, 305, 300]",18356,902,238
61992,"[53, 742, 252, 246]",16261,900,239
58563,"[97, 829, 243, 241]",16261,901,240
31442,"[152, 255, 199, 158]",1899,1506,402
34944,"[641, 857, 208, 168]",1899,1505,401
42622,"[641, 805, 211, 202]",33207,1515,402
43870,"[612, 771, 214, 205]",33207,1514,400
39770,"[153, 297, 205, 194]",33207,1513,401
81524,"[50, 825, 356, 229]",33008,1512,402
88669,"[11, 772, 371, 239]",33008,1510,400
54970,"[632, 127, 239, 230]",16547,1508,402
52206,"[603, 125, 231, 226]",16547,1509,400
59048,"[111, 899, 244, 242]",16547,1507,401
33306,"[401, 209, 182, 183]",3350,5186,1362
37442,"[389, 892, 193, 194]",3350,5184,1360
51067,"[666, 780, 229, 223]",29666,5183,1362
51975,"[87, 313, 231, 225]",29666,5181,1360
83660,"[213, 749, 235, 356]",19231,5180,1362
79112,"[523, 201, 232, 241]",19231,5178,1360
85580,"[585, 137, 220, 389]",35205,5586,1469
89505,"[616, 140, 221, 405]",35205,5587,1470
99533,"[139, 707, 241, 413]",35205,5585,1468
38600,"[95, 193, 200, 193]",22346,5583,1469
40180,"[112, 200, 205, 196]",22346,5584,1470
44290,"[676, 874, 215, 206]",22346,5582,1468
36900,"[145, 775, 180, 205]",27776,5577,1469
34650,"[178, 813, 175, 198]",27776,5578,1470
34496,"[639, 293, 176, 196]",27776,5576,1468
60382,"[538, 777, 266, 227]",3482,5581,1469
58123,"[567, 813, 263, 221]",3482,5580,1470
58344,"[172, 274, 264, 221]",3482,5579,1468
147108,"[159, 58, 276, 533]",6191,2444,645
148512,"[506, 602, 273, 544]",6191,2442,644
171108,"[143, 53, 294, 582]",6191,2443,643
104329,"[127, 834, 323, 323]",3742,2438,645
111556,"[129, 845, 334, 334]",3742,2437,643
106166,"[664, 74, 218, 487]",2482,2441,645
100738,"[61, 655, 209, 482]",2482,2439,644
107371,"[654, 108, 227, 473]",2482,2440,643
115876,"[636, 676, 236, 491]",13394,2435,645
114192,"[76, 83, 234, 488]",13394,2434,644
128500,"[644, 673, 250, 514]",13394,2433,643
77826,"[193, 709, 218, 357]",6562,4256,1119
79134,"[162, 666, 218, 363]",6562,4254,1117
73059,"[586, 235, 213, 343]",6562,4255,1118
42212,"[605, 791, 173, 244]",29870,4261,1117
39904,"[197, 240, 172, 232]",29870,4262,1118
41612,"[111, 208, 206, 202]",3543,4259,1119
41000,"[92, 198, 205, 200]",3543,4257,1117
46866,"[676, 859, 219, 214]",3543,4258,1118
54480,"[643, 144, 240, 227]",16547,4253,1119
50850,"[618, 143, 226, 225]",16547,4251,1117
36290,"[446, 844, 190, 191]",3350,3444,907
33670,"[347, 253, 182, 185]",3350,3446,909
44520,"[575, 746, 210, 212]",31862,3448,908
42849,"[159, 285, 207, 207]",31862,3447,907
41820,"[614, 835, 204, 205]",31862,3449,909
36290,"[446, 844, 190, 191]",20237,3441,907
49729,"[160, 804, 223, 223]",20237,3443,909
100970,"[108, 102, 230, 439]",12080,181,47
114660,"[607, 713, 245, 468]",12080,183,48
107616,"[600, 706, 236, 456]",12080,182,46
109230,"[120, 796, 331, 330]",3742,174,48
104000,"[119, 786, 325, 320]",3742,172,46
155561,"[525, 593, 313, 497]",23222,176,47
155620,"[105, 144, 310, 502]",23222,177,48
152337,"[102, 117, 309, 493]",23222,175,46
124280,"[89, 665, 260, 478]",2482,178,47
112539,"[587, 96, 233, 483]",2482,179,48
37180,"[127, 866, 220, 169]",19860,2655,701
168075,"[515, 696, 405, 415]",30307,2660,702
148125,"[78, 129, 375, 395]",30307,2659,700
35526,"[646, 177, 191, 186]",16231,2654,701
37442,"[146, 900, 194, 193]",16231,2652,702
33660,"[617, 174, 187, 180]",16231,2653,700
59570,"[601, 867, 259, 230]",3482,2650,701
54340,"[151, 220, 247, 220]",3482,2651,702
92449,"[575, 193, 329, 281]",25468,848,225
106959,"[49, 786, 353, 303]",25468,850,223
46440,"[593, 171, 216, 215]",29666,839,223
51870,"[125, 272, 273, 190]",3482,844,225
53654,"[576, 811, 278, 193]",3482,842,223
188976,"[529, 664, 372, 508]",34596,845,225
174474,"[88, 56, 359, 486]",34596,846,223
182397,"[101, 79, 373, 489]",34596,847,224
94218,"[540, 718, 383, 246]",32309,5257,1382
33660,"[343, 182, 180, 187]",3350,5260,1382
36477,"[408, 842, 189, 193]",3350,5259,1381
33855,"[382, 242, 185, 183]",3350,5261,1383
36646,"[48, 808, 251, 146]",21324,5263,1382
32743,"[631, 277, 239, 137]",21324,5262,1381
35035,"[91, 893, 245, 143]",21324,5264,1383
39788,"[89, 232, 203, 196]",22346,2009,531
41552,"[104, 241, 212, 196]",22346,2008,529
44702,"[679, 832, 217, 206]",22346,2010,530
84480,"[12, 813, 384, 220]",25468,2004,531
82563,"[572, 231, 377, 219]",25468,2003,530
52664,"[139, 849, 232, 227]",20237,2000,530
51986,"[603, 845, 278, 187]",3482,2005,529
82280,"[51, 858, 374, 220]",25468,1491,395
48825,"[618, 197, 225, 217]",20237,1483,395
47722,"[590, 190, 223, 214]",20237,1485,396
52206,"[140, 849, 231, 226]",20237,1484,394
43239,"[173, 209, 213, 203]",28762,1481,395
43000,"[152, 199, 215, 200]",28762,1482,396
48150,"[601, 856, 225, 214]",28762,1480,394
54320,"[575, 811, 280, 194]",3482,1486,396
51680,"[125, 271, 272, 190]",3482,1488,394
47925,"[62, 810, 225, 213]",27652,4222,1110
43581,"[671, 256, 219, 199]",27652,4221,1108
41600,"[122, 217, 208, 200]",28762,4219,1110
48351,"[635, 841, 227, 213]",28762,4220,1108
42420,"[142, 227, 210, 202]",28762,4218,1109
50575,"[559, 810, 289, 175]",3482,4224,1110
48198,"[131, 288, 277, 174]",3482,4225,1108
47520,"[586, 845, 288, 165]",3482,4226,1109
53580,"[597, 178, 235, 228]",16261,4217,1110
60742,"[115, 847, 251, 242]",16261,4215,1108
174632,"[161, 605, 263, 664]",16687,5404,1422
160132,"[546, 64, 266, 602]",16687,5402,1420
33670,"[381, 226, 185, 182]",3350,5407,1422
83790,"[593, 813, 294, 285]",41767,5410,1422
89072,"[550, 718, 304, 293]",41767,5409,1421
80700,"[94, 237, 300, 269]",41767,5408,1420
103684,"[122, 826, 322, 322]",3742,305,84
111222,"[122, 839, 334, 333]",3742,306,82
107730,"[599, 734, 266, 405]",22361,308,84
100751,"[83, 119, 259, 389]",22361,307,83
114362,"[610, 736, 271, 422]",22361,309,82
95256,"[639, 62, 196, 486]",2482,312,84
103950,"[90, 660, 210, 495]",2482,311,83
92933,"[629, 103, 199, 467]",2482,310,82
158746,"[117, 117, 322, 493]",19551,303,84
155184,"[506, 599, 318, 488]",19551,302,83
47264,"[63, 811, 224, 211]",27652,5371,1412
45938,"[96, 853, 223, 206]",27652,5369,1411
153816,"[53, 112, 377, 408]",30307,5375,1412
161664,"[70, 126, 384, 421]",30307,5377,1411
165032,"[548, 707, 392, 421]",30307,5376,1413
44770,"[614, 203, 185, 242]",36636,5367,1412
50432,"[150, 802, 197, 256]",36636,5368,1413
49764,"[560, 811, 286, 174]",3482,5373,1412
47310,"[587, 846, 285, 166]",3482,5374,1411
48372,"[129, 288, 278, 174]",3482,5372,1413
33123,"[148, 241, 183, 181]",1899,5063,1329
33670,"[167, 246, 185, 182]",1899,5062,1328
36100,"[643, 846, 190, 190]",1899,5061,1327
94106,"[34, 803, 422, 223]",29450,5066,1329
88970,"[75, 844, 410, 217]",29450,5065,1328
91273,"[511, 243, 413, 221]",29450,5064,1327
52722,"[177, 234, 202, 261]",44198,5059,1327
51756,"[556, 208, 228, 227]",16547,5057,1329
54253,"[581, 217, 239, 227]",16547,5056,1328
40976,"[119, 220, 208, 197]",22346,4106,1079
44308,"[667, 850, 212, 209]",22346,4105,1078
39597,"[104, 212, 201, 197]",22346,4104,1080
79704,"[71, 800, 328, 243]",20876,4096,1079
79376,"[592, 259, 328, 242]",20876,4095,1078
84150,"[38, 754, 330, 255]",20876,4097,1080
52664,"[132, 859, 232, 227]",29666,4099,1078
46860,"[598, 183, 220, 213]",29666,4098,1080
57664,"[647, 755, 212, 272]",3482,4103,1079
53383,"[145, 290, 211, 253]",3482,4102,1078
75341,"[117, 768, 329, 229]",20876,3319,875
76191,"[544, 294, 327, 233]",20876,3320,876
79860,"[87, 725, 330, 242]",20876,3318,874
211344,"[164, 181, 444, 476]",31884,3315,875
211554,"[403, 591, 438, 483]",31884,3316,876
200600,"[149, 154, 425, 472]",31884,3317,874
37436,"[135, 846, 196, 191]",16231,3314,876
56221,"[651, 748, 209, 269]",3482,3321,875
54016,"[143, 292, 211, 256]",3482,3323,876
55890,"[625, 718, 207, 270]",3482,3322,874
95460,"[136, 105, 215, 444]",4377,3994,1051
104562,"[600, 702, 222, 471]",4377,3993,1052
73437,"[553, 190, 273, 269]",5093,3996,1051
80372,"[108, 812, 283, 284]",5093,3997,1052
176715,"[74, 80, 385, 459]",23222,3989,1053
174750,"[82, 111, 375, 466]",23222,3988,1052
103248,"[621, 51, 216, 478]",2482,3992,1053
110400,"[89, 677, 230, 480]",2482,3990,1051
102546,"[613, 75, 211, 486]",2482,3991,1052
33856,"[377, 235, 184, 184]",3350,1114,297
35898,"[334, 171, 186, 193]",3350,1113,296
36670,"[643, 297, 193, 190]",16231,1109,295
36660,"[129, 830, 195, 188]",16231,1111,297
39004,"[86, 738, 199, 196]",16231,1110,296
108045,"[124, 192, 343, 315]",20013,1106,295
116955,"[514, 809, 345, 339]",20013,1108,297
120400,"[476, 720, 350, 344]",20013,1107,296
31442,"[151, 255, 199, 158]",1899,2190,579
80813,"[519, 790, 383, 211]",33008,2196,577
76336,"[86, 257, 367, 208]",33008,2195,578
25120,"[140, 787, 160, 157]",19606,2192,577
23707,"[663, 333, 157, 151]",19606,2193,578
24648,"[171, 821, 158, 156]",19606,2191,579
149810,"[538, 72, 355, 422]",16550,2197,577
159470,"[564, 83, 370, 431]",16550,2198,579
34410,"[388, 174, 185, 186]",3350,5081,1335
34592,"[348, 119, 184, 188]",3350,5080,1334
49987,"[628, 778, 193, 259]",36636,5084,1335
51342,"[589, 691, 199, 258]",36636,5083,1334
48856,"[157, 283, 197, 248]",36636,5082,1333
116592,"[47, 700, 347, 336]",20013,5087,1335
119009,"[6, 619, 349, 341]",20013,5086,1334
104500,"[654, 704, 220, 475]",4377,3546,936
104193,"[639, 703, 227, 459]",4377,3548,935
96360,"[80, 102, 220, 438]",4377,3547,934
114042,"[600, 104, 249, 458]",2482,3549,936
110675,"[618, 62, 233, 475]",2482,3550,935
112320,"[85, 676, 240, 468]",2482,3551,934
153370,"[116, 195, 313, 490]",19551,3545,936
152830,"[117, 164, 310, 493]",19551,3544,935
154567,"[514, 546, 311, 497]",19551,3543,934
65024,"[110, 828, 256, 254]",25437,3554,935
63468,"[570, 186, 246, 258]",25437,3553,934
40986,"[100, 260, 207, 198]",22346,4600,1209
38592,"[84, 249, 201, 192]",22346,4601,1208
34496,"[638, 292, 176, 196]",27776,4596,1207
36695,"[146, 776, 179, 205]",27776,4597,1208
34776,"[642, 250, 189, 184]",16231,4603,1209
36480,"[153, 829, 190, 192]",16231,4604,1207
33672,"[615, 240, 184, 183]",16231,4602,1208
58080,"[568, 814, 264, 220]",3482,4606,1209
57552,"[171, 277, 264, 218]",3482,4605,1207
59850,"[540, 778, 266, 225]",3482,4607,1208
79680,"[85, 726, 332, 240]",20876,3898,1024
76692,"[116, 768, 332, 231]",20876,3899,1026
78116,"[542, 293, 331, 236]",20876,3897,1025
42218,"[118, 196, 209, 202]",28762,3888,1024
41818,"[138, 205, 206, 203]",28762,3890,1026
57120,"[625, 719, 210, 272]",3482,3896,1024
56430,"[651, 750, 209, 270]",3482,3895,1026
53110,"[603, 188, 235, 226]",16261,3891,1024
60512,"[110, 834, 248, 244]",16261,3892,1025
127633,"[589, 677, 283, 451]",29344,321,85
113025,"[118, 158, 275, 411]",29344,319,86
128894,"[612, 716, 289, 446]",29344,320,87
26000,"[161, 257, 130, 200]",1899,313,85
26200,"[181, 266, 131, 200]",1899,315,87
33840,"[619, 252, 188, 180]",21770,316,86
35904,"[183, 883, 192, 187]",21770,317,87
53799,"[570, 250, 237, 227]",16547,324,85
53562,"[600, 265, 237, 226]",16547,322,87
82654,"[52, 857, 374, 221]",25468,2955,778
82622,"[571, 232, 379, 218]",25468,2956,779
160797,"[84, 172, 403, 399]",30307,2958,778
155220,"[71, 153, 398, 390]",30307,2959,780
167272,"[517, 685, 412, 406]",30307,2960,779
33306,"[605, 213, 183, 182]",16231,2965,780
51799,"[602, 845, 277, 187]",3482,2961,778
54126,"[575, 811, 279, 194]",3482,2962,780
84272,"[70, 238, 368, 229]",32309,355,94
90820,"[540, 819, 380, 239]",32309,357,96
36855,"[412, 844, 189, 195]",3350,352,94
33855,"[381, 239, 183, 185]",3350,354,96
34221,"[337, 183, 183, 187]",3350,353,95
48174,"[636, 254, 222, 217]",29666,349,94
51290,"[105, 833, 230, 223]",29666,351,96
53823,"[62, 742, 231, 233]",29666,350,95
85470,"[13, 813, 385, 222]",25468,4045,1063
83250,"[51, 857, 375, 222]",25468,4044,1064
