area,iscrowd,bbox,category_id,ignore,segmentation,id,image_id,file_name,width,height,imgfile,drug_N,drug_S,back_color,drug_dir,light_color,camera_la,camera_lo,size,dl_mapping_code,dl_name,dl_name_en,img_key,dl_material,dl_material_en,dl_custom_shape,dl_company,dl_company_en,di_company_mf,di_company_mf_en,item_seq,di_item_permit_date,di_class_no,di_etc_otc_code,di_edi_code,chart,drug_shape,thick,leng_long,leng_short,print_front,print_back,color_class1,color_class2,line_front,line_back,img_regist_ts,form_code_name,mark_code_front_anal,mark_code_back_anal,mark_code_front_img,mark_code_back_img,mark_code_front,mark_code_back,change_date
130115,0,"[97, 610, 265, 491]",27925,0,[],4968,1303,K-001900-016551-027926-044199_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-027926-044199_0_2_0_2_75_000_200.png,K-027926,정상알약,연회색 배경,앞면,주백색,75,0,200,K-027926,울트라셋이알서방정,Ultracet ER Tab.,http://connectdi.com/design/img/drug/1NOwp2F6It9.jpg,아세트아미노펜|트라마돌염산염,Acetaminophen| Tramadol Hydrochloride,서방형정제,(주)한국얀센,Janssen Korea,,,201006967,20101122,[01140]해열.진통.소염제,전문의약품,646901630,노란색의 장방형 필름코팅 서방정제,타원형,7.0,19.0,9.0,T/A ER,,노랑,,,,20150416,서방성필름코팅정,,,,,,,20210706
25856,0,"[156, 248, 202, 128]",1899,0,[],4966,1304,K-001900-016551-027926-044199_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-027926-044199_0_2_0_2_90_000_200.png,K-001900,정상알약,연회색 배경,앞면,주백색,90,0,200,K-001900,보령부스파정 5mg,Buspar Tab. 5mg Boryung,http://connectdi.com/design/img/drug/1Mxwka5v0lL.jpg,부스피론염산염,Buspirone Hydrochloride,"정제, 저작정",보령제약(주),Boryung,,,198700706,19870323,[01170]정신신경용제,전문의약품,"641901280,A09302381",이약은 양면볼록한 장방형의 흰색정제이다,장방형,2.5,8.0,4.5,BSP,5,하양,,,,20070910,나정,,,,,,,20160825
26058,0,"[140, 240, 202, 129]",1899,0,[],4965,1303,K-001900-016551-027926-044199_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-027926-044199_0_2_0_2_75_000_200.png,K-001900,정상알약,연회색 배경,앞면,주백색,75,0,200,K-001900,보령부스파정 5mg,Buspar Tab. 5mg Boryung,http://connectdi.com/design/img/drug/1Mxwka5v0lL.jpg,부스피론염산염,Buspirone Hydrochloride,"정제, 저작정",보령제약(주),Boryung,,,198700706,19870323,[01170]정신신경용제,전문의약품,"641901280,A09302381",이약은 양면볼록한 장방형의 흰색정제이다,장방형,2.5,8.0,4.5,BSP,5,하양,,,,20070910,나정,,,,,,,20160825
41756,0,"[577, 865, 286, 146]",44198,0,[],4974,1304,K-001900-016551-027926-044199_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-027926-044199_0_2_0_2_90_000_200.png,K-044199,정상알약,연회색 배경,앞면,주백색,90,0,200,K-044199,케이캡정 50mg,K-CAB Tab.,http://connectdi.com/design/img/drug/1NdI1kwNhiL.jpg,테고프라잔,Tegoprazan,"정제, 저작정",에이치케이이노엔(주),Hk Inno.N,,,201802815,20180705,[02320]소화성궤양용제,전문의약품,640007270,연한 분홍색의 장방형 필름코팅정 (수출용) 연한 분홍색의 비대칭삼각형의 필름코팅정,장방형,3.5,11.4,5.2,K분할선50,분할선,분홍,,-,-,20201217,필름코팅정,,,,,,,20210129
43808,0,"[551, 832, 296, 148]",44198,0,[],4976,1303,K-001900-016551-027926-044199_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-027926-044199_0_2_0_2_75_000_200.png,K-044199,정상알약,연회색 배경,앞면,주백색,75,0,200,K-044199,케이캡정 50mg,K-CAB Tab.,http://connectdi.com/design/img/drug/1NdI1kwNhiL.jpg,테고프라잔,Tegoprazan,"정제, 저작정",에이치케이이노엔(주),Hk Inno.N,,,201802815,20180705,[02320]소화성궤양용제,전문의약품,640007270,연한 분홍색의 장방형 필름코팅정 (수출용) 연한 분홍색의 비대칭삼각형의 필름코팅정,장방형,3.5,11.4,5.2,K분할선50,분할선,분홍,,-,-,20201217,필름코팅정,,,,,,,20210129
150183,0,"[578, 114, 333, 451]",16550,0,[],4973,1304,K-001900-016551-027926-044199_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-027926-044199_0_2_0_2_90_000_200.png,K-016551,정상알약,연회색 배경,앞면,주백색,90,0,200,K-016551,동아가바펜틴정 800mg,Gabapentin Tab. 800mg Dong-A,http://connectdi.com/design/img/drug/152484364307100015.jpg,가바펜틴,Gabapentin,"정제, 저작정",동아에스티(주),Dong-A St,고려제약(주),Korean Drug,200500254,20051012,[01130]항전간제,전문의약품,"642500340,A01508511",흰색의 타원형 필름코팅정제,타원형,5.6,19.15,9.55,DGTH,800,하양,,,,20070412,필름코팅정,,,,,,,20190124
147721,0,"[547, 94, 329, 449]",16550,0,[],4972,1303,K-001900-016551-027926-044199_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-027926-044199_0_2_0_2_75_000_200.png,K-016551,정상알약,연회색 배경,앞면,주백색,75,0,200,K-016551,동아가바펜틴정 800mg,Gabapentin Tab. 800mg Dong-A,http://connectdi.com/design/img/drug/152484364307100015.jpg,가바펜틴,Gabapentin,"정제, 저작정",동아에스티(주),Dong-A St,고려제약(주),Korean Drug,200500254,20051012,[01130]항전간제,전문의약품,"642500340,A01508511",흰색의 타원형 필름코팅정제,타원형,5.6,19.15,9.55,DGTH,800,하양,,,,20070412,필름코팅정,,,,,,,20190124
158256,0,"[81, 669, 336, 471]",16550,0,[],4971,1305,K-001900-016551-027926-044199_0_2_0_2_70_000_200.png,976,1280,K-001900-016551-027926-044199_0_2_0_2_70_000_200.png,K-016551,정상알약,연회색 배경,앞면,주백색,70,0,200,K-016551,동아가바펜틴정 800mg,Gabapentin Tab. 800mg Dong-A,http://connectdi.com/design/img/drug/152484364307100015.jpg,가바펜틴,Gabapentin,"정제, 저작정",동아에스티(주),Dong-A St,고려제약(주),Korean Drug,200500254,20051012,[01130]항전간제,전문의약품,"642500340,A01508511",흰색의 타원형 필름코팅정제,타원형,5.6,19.15,9.55,DGTH,800,하양,,,,20070412,필름코팅정,,,,,,,20190124
196000,0,"[81, 16, 392, 500]",31884,0,[],1224,326,K-003483-016262-027777-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-027777-031885_0_2_0_2_75_000_200.png,K-031885,정상알약,연회색 배경,앞면,주백색,75,0,200,K-031885,자누메트엑스알서방정 100/1000mg,Janumet XR Tab. 100/1000mg,http://connectdi.com/design/img/drug/1NVzhGcz6SP.jpg,메트포르민염산염|시타글립틴인산염수화물,Metformin Hydrochloride| Sitagliptin Phosphate Hydrate,서방형정제,한국엠에스디(주),Msd Korea,,,201309418,20130924,[03960]당뇨병용제,전문의약품,655501800,밝은 파랑색으로 한 면에 81이 새겨진 양면이 볼록한 타원형의 필름코팅정,타원형,8.3,22.2,11.2,81,,파랑,,,,20131009,필름코팅정,,,,,,,20181112
36695,0,"[144, 776, 179, 205]",27776,0,[],1217,326,K-003483-016262-027777-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-027777-031885_0_2_0_2_75_000_200.png,K-027777,정상알약,연회색 배경,앞면,주백색,75,0,200,K-027777,카나브정 60mg,Kanarb Tab. 60mg,http://connectdi.com/design/img/drug/154333320801300056.jpg,피마사르탄칼륨삼수화물,Fimasartan Potassium Trihydrate,"정제, 저작정",보령제약(주),Boryung,,,201005501,20100909,[02140]혈압강하제,전문의약품,641905450,노란색의 한 면에 분할선이 있고 각 모서리가 둥근 육각형의 볼록한 필름코팅정제,육각형,4.0,8.0,4.0,B분할선R,FMS6,노랑,,-,,20101230,필름코팅정,,,,,,,20210309
34104,0,"[640, 292, 174, 196]",27776,0,[],1216,325,K-003483-016262-027777-031885_0_2_0_2_70_000_200.png,976,1280,K-003483-016262-027777-031885_0_2_0_2_70_000_200.png,K-027777,정상알약,연회색 배경,앞면,주백색,70,0,200,K-027777,카나브정 60mg,Kanarb Tab. 60mg,http://connectdi.com/design/img/drug/154333320801300056.jpg,피마사르탄칼륨삼수화물,Fimasartan Potassium Trihydrate,"정제, 저작정",보령제약(주),Boryung,,,201005501,20100909,[02140]혈압강하제,전문의약품,641905450,노란색의 한 면에 분할선이 있고 각 모서리가 둥근 육각형의 볼록한 필름코팅정제,육각형,4.0,8.0,4.0,B분할선R,FMS6,노랑,,-,,20101230,필름코팅정,,,,,,,20210309
57378,0,"[567, 816, 262, 219]",3482,0,[],1220,327,K-003483-016262-027777-031885_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-027777-031885_0_2_0_2_90_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,,,20041222,필름코팅정,,,,,,,20200723
60192,0,"[538, 779, 264, 228]",3482,0,[],1219,326,K-003483-016262-027777-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-027777-031885_0_2_0_2_75_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,,,20041222,필름코팅정,,,,,,,20200723
56394,0,"[604, 191, 241, 234]",16261,0,[],1226,327,K-003483-016262-027777-031885_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-027777-031885_0_2_0_2_90_000_200.png,K-016262,정상알약,연회색 배경,앞면,주백색,90,0,200,K-016262,크레스토정 20mg,Crestor Tab. 20mg,http://connectdi.com/design/img/drug/151317963768200047.jpg,로수바스타틴칼슘,Rosuvastatin Calcium,"정제, 저작정",한국아스트라제네카(주),Astrazeneca Korea,,,200410326,20040831,[02180]동맥경화용제,전문의약품,"650700530,E06610651",분홍색 원형 필름코팅정,원형,4.5,9.2,9.2,ZD452220,,분홍,,,,20041222,필름코팅정,,,,,,,20201119
54044,0,"[577, 188, 236, 229]",16261,0,[],1227,326,K-003483-016262-027777-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-027777-031885_0_2_0_2_75_000_200.png,K-016262,정상알약,연회색 배경,앞면,주백색,75,0,200,K-016262,크레스토정 20mg,Crestor Tab. 20mg,http://connectdi.com/design/img/drug/151317963768200047.jpg,로수바스타틴칼슘,Rosuvastatin Calcium,"정제, 저작정",한국아스트라제네카(주),Astrazeneca Korea,,,200410326,20040831,[02180]동맥경화용제,전문의약품,"650700530,E06610651",분홍색 원형 필름코팅정,원형,4.5,9.2,9.2,ZD452220,,분홍,,,,20041222,필름코팅정,,,,,,,20201119
61254,0,"[138, 832, 249, 246]",16261,0,[],1225,325,K-003483-016262-027777-031885_0_2_0_2_70_000_200.png,976,1280,K-003483-016262-027777-031885_0_2_0_2_70_000_200.png,K-016262,정상알약,연회색 배경,앞면,주백색,70,0,200,K-016262,크레스토정 20mg,Crestor Tab. 20mg,http://connectdi.com/design/img/drug/151317963768200047.jpg,로수바스타틴칼슘,Rosuvastatin Calcium,"정제, 저작정",한국아스트라제네카(주),Astrazeneca Korea,,,200410326,20040831,[02180]동맥경화용제,전문의약품,"650700530,E06610651",분홍색 원형 필름코팅정,원형,4.5,9.2,9.2,ZD452220,,분홍,,,,20041222,필름코팅정,,,,,,,20201119
76890,0,"[116, 766, 330, 233]",20876,0,[],4293,1128,K-003483-016262-020877-031885_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-020877-031885_0_2_0_2_90_000_200.png,K-020877,정상알약,연회색 배경,앞면,주백색,90,0,200,K-020877,엑스포지정 5/160mg,Exforge Tab. 5/160mg,http://connectdi.com/design/img/drug/1MecIOjA6Yf.jpg,발사르탄|암로디핀베실산염,Amlodipine Besylate| Valsartan,"정제, 저작정",한국노바티스(주),Novartis Korea,Novartis Pharma Stein AG,,200703803,20070403,[02140]혈압강하제,전문의약품,"653600850,E01631481",어두운 황색의 달걀형 필름코팅정,타원형,4.0,14.0,5.5,NVR,ECE,노랑,,,,20070518,필름코팅정,,,,,,,20200601
80190,0,"[84, 724, 330, 243]",20876,0,[],4294,1127,K-003483-016262-020877-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-020877-031885_0_2_0_2_75_000_200.png,K-020877,정상알약,연회색 배경,앞면,주백색,75,0,200,K-020877,엑스포지정 5/160mg,Exforge Tab. 5/160mg,http://connectdi.com/design/img/drug/1MecIOjA6Yf.jpg,발사르탄|암로디핀베실산염,Amlodipine Besylate| Valsartan,"정제, 저작정",한국노바티스(주),Novartis Korea,Novartis Pharma Stein AG,,200703803,20070403,[02140]혈압강하제,전문의약품,"653600850,E01631481",어두운 황색의 달걀형 필름코팅정,타원형,4.0,14.0,5.5,NVR,ECE,노랑,,,,20070518,필름코팅정,,,,,,,20200601
77080,0,"[545, 293, 328, 235]",20876,0,[],4295,1126,K-003483-016262-020877-031885_0_2_0_2_70_000_200.png,976,1280,K-003483-016262-020877-031885_0_2_0_2_70_000_200.png,K-020877,정상알약,연회색 배경,앞면,주백색,70,0,200,K-020877,엑스포지정 5/160mg,Exforge Tab. 5/160mg,http://connectdi.com/design/img/drug/1MecIOjA6Yf.jpg,발사르탄|암로디핀베실산염,Amlodipine Besylate| Valsartan,"정제, 저작정",한국노바티스(주),Novartis Korea,Novartis Pharma Stein AG,,200703803,20070403,[02140]혈압강하제,전문의약품,"653600850,E01631481",어두운 황색의 달걀형 필름코팅정,타원형,4.0,14.0,5.5,NVR,ECE,노랑,,,,20070518,필름코팅정,,,,,,,20200601
218526,0,"[33, 47, 473, 462]",31884,0,[],4290,1128,K-003483-016262-020877-031885_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-020877-031885_0_2_0_2_90_000_200.png,K-031885,정상알약,연회색 배경,앞면,주백색,90,0,200,K-031885,자누메트엑스알서방정 100/1000mg,Janumet XR Tab. 100/1000mg,http://connectdi.com/design/img/drug/1NVzhGcz6SP.jpg,메트포르민염산염|시타글립틴인산염수화물,Metformin Hydrochloride| Sitagliptin Phosphate Hydrate,서방형정제,한국엠에스디(주),Msd Korea,,,201309418,20130924,[03960]당뇨병용제,전문의약품,655501800,밝은 파랑색으로 한 면에 81이 새겨진 양면이 볼록한 타원형의 필름코팅정,타원형,8.3,22.2,11.2,81,,파랑,,,,20131009,필름코팅정,,,,,,,20181112
206080,0,"[22, 33, 448, 460]",31884,0,[],4291,1127,K-003483-016262-020877-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-020877-031885_0_2_0_2_75_000_200.png,K-031885,정상알약,연회색 배경,앞면,주백색,75,0,200,K-031885,자누메트엑스알서방정 100/1000mg,Janumet XR Tab. 100/1000mg,http://connectdi.com/design/img/drug/1NVzhGcz6SP.jpg,메트포르민염산염|시타글립틴인산염수화물,Metformin Hydrochloride| Sitagliptin Phosphate Hydrate,서방형정제,한국엠에스디(주),Msd Korea,,,201309418,20130924,[03960]당뇨병용제,전문의약품,655501800,밝은 파랑색으로 한 면에 81이 새겨진 양면이 볼록한 타원형의 필름코팅정,타원형,8.3,22.2,11.2,81,,파랑,,,,20131009,필름코팅정,,,,,,,20181112
219402,0,"[511, 728, 459, 478]",31884,0,[],4292,1126,K-003483-016262-020877-031885_0_2_0_2_70_000_200.png,976,1280,K-003483-016262-020877-031885_0_2_0_2_70_000_200.png,K-031885,정상알약,연회색 배경,앞면,주백색,70,0,200,K-031885,자누메트엑스알서방정 100/1000mg,Janumet XR Tab. 100/1000mg,http://connectdi.com/design/img/drug/1NVzhGcz6SP.jpg,메트포르민염산염|시타글립틴인산염수화물,Metformin Hydrochloride| Sitagliptin Phosphate Hydrate,서방형정제,한국엠에스디(주),Msd Korea,,,201309418,20130924,[03960]당뇨병용제,전문의약품,655501800,밝은 파랑색으로 한 면에 81이 새겨진 양면이 볼록한 타원형의 필름코팅정,타원형,8.3,22.2,11.2,81,,파랑,,,,20131009,필름코팅정,,,,,,,20181112
55744,0,"[650, 751, 208, 268]",3482,0,[],4297,1128,K-003483-016262-020877-031885_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-020877-031885_0_2_0_2_90_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,,,20041222,필름코팅정,,,,,,,20200723
56368,0,"[624, 720, 208, 271]",3482,0,[],4296,1127,K-003483-016262-020877-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-020877-031885_0_2_0_2_75_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,,,20041222,필름코팅정,,,,,,,20200723
57085,0,"[629, 191, 245, 233]",16261,0,[],4289,1128,K-003483-016262-020877-031885_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-020877-031885_0_2_0_2_90_000_200.png,K-016262,정상알약,연회색 배경,앞면,주백색,90,0,200,K-016262,크레스토정 20mg,Crestor Tab. 20mg,http://connectdi.com/design/img/drug/151317963768200047.jpg,로수바스타틴칼슘,Rosuvastatin Calcium,"정제, 저작정",한국아스트라제네카(주),Astrazeneca Korea,,,200410326,20040831,[02180]동맥경화용제,전문의약품,"650700530,E06610651",분홍색 원형 필름코팅정,원형,4.5,9.2,9.2,ZD452220,,분홍,,,,20041222,필름코팅정,,,,,,,20201119
53124,0,"[604, 188, 233, 228]",16261,0,[],4288,1127,K-003483-016262-020877-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-020877-031885_0_2_0_2_75_000_200.png,K-016262,정상알약,연회색 배경,앞면,주백색,75,0,200,K-016262,크레스토정 20mg,Crestor Tab. 20mg,http://connectdi.com/design/img/drug/151317963768200047.jpg,로수바스타틴칼슘,Rosuvastatin Calcium,"정제, 저작정",한국아스트라제네카(주),Astrazeneca Korea,,,200410326,20040831,[02180]동맥경화용제,전문의약품,"650700530,E06610651",분홍색 원형 필름코팅정,원형,4.5,9.2,9.2,ZD452220,,분홍,,,,20041222,필름코팅정,,,,,,,20201119
61250,0,"[110, 833, 250, 245]",16261,0,[],4287,1126,K-003483-016262-020877-031885_0_2_0_2_70_000_200.png,976,1280,K-003483-016262-020877-031885_0_2_0_2_70_000_200.png,K-016262,정상알약,연회색 배경,앞면,주백색,70,0,200,K-016262,크레스토정 20mg,Crestor Tab. 20mg,http://connectdi.com/design/img/drug/151317963768200047.jpg,로수바스타틴칼슘,Rosuvastatin Calcium,"정제, 저작정",한국아스트라제네카(주),Astrazeneca Korea,,,200410326,20040831,[02180]동맥경화용제,전문의약품,"650700530,E06610651",분홍색 원형 필름코팅정,원형,4.5,9.2,9.2,ZD452220,,분홍,,,,20041222,필름코팅정,,,,,,,20201119
35910,0,"[643, 845, 189, 190]",1899,0,[],3876,1021,K-001900-016551-029451-033208_0_2_0_2_70_000_200.png,976,1280,K-001900-016551-029451-033208_0_2_0_2_70_000_200.png,K-001900,정상알약,연회색 배경,앞면,주백색,70,0,200,K-001900,보령부스파정 5mg,Buspar Tab. 5mg Boryung,http://connectdi.com/design/img/drug/1Mxwka5v0lL.jpg,부스피론염산염,Buspirone Hydrochloride,"정제, 저작정",보령제약(주),Boryung,,,198700706,19870323,[01170]정신신경용제,전문의약품,"641901280,A09302381",이약은 양면볼록한 장방형의 흰색정제이다,장방형,2.5,8.0,4.5,BSP,5,하양,,,,20070910,나정,,,,,,,20160825
33670,0,"[166, 247, 185, 182]",1899,0,[],3878,1023,K-001900-016551-029451-033208_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-029451-033208_0_2_0_2_90_000_200.png,K-001900,정상알약,연회색 배경,앞면,주백색,90,0,200,K-001900,보령부스파정 5mg,Buspar Tab. 5mg Boryung,http://connectdi.com/design/img/drug/1Mxwka5v0lL.jpg,부스피론염산염,Buspirone Hydrochloride,"정제, 저작정",보령제약(주),Boryung,,,198700706,19870323,[01170]정신신경용제,전문의약품,"641901280,A09302381",이약은 양면볼록한 장방형의 흰색정제이다,장방형,2.5,8.0,4.5,BSP,5,하양,,,,20070910,나정,,,,,,,20160825
43860,0,"[583, 811, 215, 204]",33207,0,[],3884,1022,K-001900-016551-029451-033208_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-029451-033208_0_2_0_2_75_000_200.png,K-033208,정상알약,연회색 배경,앞면,주백색,75,0,200,K-033208,에스원엠프정 20mg,Eswonamp Tab. 20mg,http://connectdi.com/design/img/drug/1MYTX0L3Ktb.jpg,에스오메프라졸마그네슘삼수화물,Esomeprazole Magnesium Dihydrate,"정제, 저작정",대원제약(주),Daewon Pharmaceutical,,,201402463,20140530,[02320]소화성궤양용제,전문의약품,671805710,연분홍색의 원형 필름코팅정,원형,3.7,7.9,7.9,20S,,분홍,,,,20140711,필름코팅정,,,,,,,20190912
39179,0,"[185, 268, 203, 193]",33207,0,[],3882,1021,K-001900-016551-029451-033208_0_2_0_2_70_000_200.png,976,1280,K-001900-016551-029451-033208_0_2_0_2_70_000_200.png,K-033208,정상알약,연회색 배경,앞면,주백색,70,0,200,K-033208,에스원엠프정 20mg,Eswonamp Tab. 20mg,http://connectdi.com/design/img/drug/1MYTX0L3Ktb.jpg,에스오메프라졸마그네슘삼수화물,Esomeprazole Magnesium Dihydrate,"정제, 저작정",대원제약(주),Daewon Pharmaceutical,,,201402463,20140530,[02320]소화성궤양용제,전문의약품,671805710,연분홍색의 원형 필름코팅정,원형,3.7,7.9,7.9,20S,,분홍,,,,20140711,필름코팅정,,,,,,,20190912
41790,0,"[610, 845, 210, 199]",33207,0,[],3883,1023,K-001900-016551-029451-033208_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-029451-033208_0_2_0_2_90_000_200.png,K-033208,정상알약,연회색 배경,앞면,주백색,90,0,200,K-033208,에스원엠프정 20mg,Eswonamp Tab. 20mg,http://connectdi.com/design/img/drug/1MYTX0L3Ktb.jpg,에스오메프라졸마그네슘삼수화물,Esomeprazole Magnesium Dihydrate,"정제, 저작정",대원제약(주),Daewon Pharmaceutical,,,201402463,20140530,[02320]소화성궤양용제,전문의약품,671805710,연분홍색의 원형 필름코팅정,원형,3.7,7.9,7.9,20S,,분홍,,,,20140711,필름코팅정,,,,,,,20190912
94552,0,"[34, 803, 424, 223]",29450,0,[],3886,1022,K-001900-016551-029451-033208_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-029451-033208_0_2_0_2_75_000_200.png,K-029451,정상알약,연회색 배경,앞면,주백색,75,0,200,K-029451,레일라정,LAYLA TAB.,http://connectdi.com/design/img/drug/152285645249800077.jpg,당귀·모과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스,Angelica·Chaenomeles·Ledebouriella·Dipsacus etc Soft Ext.,"정제, 저작정",(주)한국피엠지제약,Pmg Pharm,,,201201587,20120313,[01140]해열.진통.소염제,전문의약품,697100230,황색의 타원형 필름코팅정,타원형,5.2,16.4,8.1,LΛYLΛ,분할선,노랑,,,-,20120410,필름코팅정,,,,,,,20170321
89505,0,"[514, 243, 405, 221]",29450,0,[],3887,1021,K-001900-016551-029451-033208_0_2_0_2_70_000_200.png,976,1280,K-001900-016551-029451-033208_0_2_0_2_70_000_200.png,K-029451,정상알약,연회색 배경,앞면,주백색,70,0,200,K-029451,레일라정,LAYLA TAB.,http://connectdi.com/design/img/drug/152285645249800077.jpg,당귀·모과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스,Angelica·Chaenomeles·Ledebouriella·Dipsacus etc Soft Ext.,"정제, 저작정",(주)한국피엠지제약,Pmg Pharm,,,201201587,20120313,[01140]해열.진통.소염제,전문의약품,697100230,황색의 타원형 필름코팅정,타원형,5.2,16.4,8.1,LΛYLΛ,분할선,노랑,,,-,20120410,필름코팅정,,,,,,,20170321
90252,0,"[74, 844, 414, 218]",29450,0,[],3885,1023,K-001900-016551-029451-033208_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-029451-033208_0_2_0_2_90_000_200.png,K-029451,정상알약,연회색 배경,앞면,주백색,90,0,200,K-029451,레일라정,LAYLA TAB.,http://connectdi.com/design/img/drug/152285645249800077.jpg,당귀·모과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스,Angelica·Chaenomeles·Ledebouriella·Dipsacus etc Soft Ext.,"정제, 저작정",(주)한국피엠지제약,Pmg Pharm,,,201201587,20120313,[01140]해열.진통.소염제,전문의약품,697100230,황색의 타원형 필름코팅정,타원형,5.2,16.4,8.1,LΛYLΛ,분할선,노랑,,,-,20120410,필름코팅정,,,,,,,20170321
132704,0,"[626, 28, 286, 464]",16550,0,[],3881,1022,K-001900-016551-029451-033208_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-029451-033208_0_2_0_2_75_000_200.png,K-016551,정상알약,연회색 배경,앞면,주백색,75,0,200,K-016551,동아가바펜틴정 800mg,Gabapentin Tab. 800mg Dong-A,http://connectdi.com/design/img/drug/152484364307100015.jpg,가바펜틴,Gabapentin,"정제, 저작정",동아에스티(주),Dong-A St,고려제약(주),Korean Drug,200500254,20051012,[01130]항전간제,전문의약품,"642500340,A01508511",흰색의 타원형 필름코팅정제,타원형,5.6,19.15,9.55,DGTH,800,하양,,,,20070412,필름코팅정,,,,,,,20190124
147828,0,"[44, 725, 291, 508]",16550,0,[],3879,1021,K-001900-016551-029451-033208_0_2_0_2_70_000_200.png,976,1280,K-001900-016551-029451-033208_0_2_0_2_70_000_200.png,K-016551,정상알약,연회색 배경,앞면,주백색,70,0,200,K-016551,동아가바펜틴정 800mg,Gabapentin Tab. 800mg Dong-A,http://connectdi.com/design/img/drug/152484364307100015.jpg,가바펜틴,Gabapentin,"정제, 저작정",동아에스티(주),Dong-A St,고려제약(주),Korean Drug,200500254,20051012,[01130]항전간제,전문의약품,"642500340,A01508511",흰색의 타원형 필름코팅정제,타원형,5.6,19.15,9.55,DGTH,800,하양,,,,20070412,필름코팅정,,,,,,,20190124
