area,bbox,category_id,id,image_id,file_name,width,height,imgfile,drug_N,drug_S,back_color,drug_dir,light_color,camera_la,camera_lo,size,dl_mapping_code,dl_name,dl_name_en,img_key,dl_material,dl_material_en,dl_custom_shape,dl_company,dl_company_en,di_company_mf,di_company_mf_en,item_seq,di_item_permit_date,di_class_no,di_etc_otc_code,di_edi_code,chart,drug_shape,thick,leng_long,leng_short,print_front,print_back,color_class1,color_class2,img_regist_ts,form_code_name,change_date
33666,"[383, 219, 186, 181]",3350,1863,492,K-003351-013900-038162_0_2_0_2_90_000_200.png,976,1280,K-003351-013900-038162_0_2_0_2_90_000_200.png,K-003351,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003351,일양하이트린정 2mg,Hytrin Tab. 2mg Ilyang,http://connectdi.com/design/img/drug/147765842976900148.jpg,테라조신염산염수화물,Terazosin Hydrochloride Hydrate,"정제, 저작정",일양약품(주),Ilyang Pharmaceutical,,,199101125,19910626,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,"641702010,A09503981",오랜지색 또는 노란색의 원형정제.,원형,2.76,7.01,7.01,I분할선Y,HT,주황,,20041222,나정,20170328
37442,"[402, 880, 194, 193]",3350,1861,490,K-003351-013900-038162_0_2_0_2_70_000_200.png,976,1280,K-003351-013900-038162_0_2_0_2_70_000_200.png,K-003351,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003351,일양하이트린정 2mg,Hytrin Tab. 2mg Ilyang,http://connectdi.com/design/img/drug/147765842976900148.jpg,테라조신염산염수화물,Terazosin Hydrochloride Hydrate,"정제, 저작정",일양약품(주),Ilyang Pharmaceutical,,,199101125,19910626,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,"641702010,A09503981",오랜지색 또는 노란색의 원형정제.,원형,2.76,7.01,7.01,I분할선Y,HT,주황,,20041222,나정,20170328
34038,"[344, 157, 183, 186]",3350,1862,491,K-003351-013900-038162_0_2_0_2_75_000_200.png,976,1280,K-003351-013900-038162_0_2_0_2_75_000_200.png,K-003351,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003351,일양하이트린정 2mg,Hytrin Tab. 2mg Ilyang,http://connectdi.com/design/img/drug/147765842976900148.jpg,테라조신염산염수화물,Terazosin Hydrochloride Hydrate,"정제, 저작정",일양약품(주),Ilyang Pharmaceutical,,,199101125,19910626,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,"641702010,A09503981",오랜지색 또는 노란색의 원형정제.,원형,2.76,7.01,7.01,I분할선Y,HT,주황,,20041222,나정,20170328
48600,"[621, 789, 216, 225]",13899,1860,492,K-003351-013900-038162_0_2_0_2_90_000_200.png,976,1280,K-003351-013900-038162_0_2_0_2_90_000_200.png,K-013900,정상알약,연회색 배경,앞면,주백색,90,0,200,K-013900,에빅사정(메만틴염산염)(비매품),Ebixa Tab.,http://connectdi.com/design/img/drug/150825481273500012.jpg,메만틴염산염,Memantine Hydrochloride,"정제, 저작정",한국룬드벡(주),Lundbeck Korea,,,200308324,20030918,[01190]기타의 중추신경용약,전문의약품,"668000040,E25650021",연한 노랑에서 노란색의 타원형 필름코팅정,타원형,3.5,11.2,5.2,M분할선,1분할선0,노랑,,20120619,필름코팅정,20201207
48174,"[144, 307, 217, 222]",13899,1858,490,K-003351-013900-038162_0_2_0_2_70_000_200.png,976,1280,K-003351-013900-038162_0_2_0_2_70_000_200.png,K-013900,정상알약,연회색 배경,앞면,주백색,70,0,200,K-013900,에빅사정(메만틴염산염)(비매품),Ebixa Tab.,http://connectdi.com/design/img/drug/150825481273500012.jpg,메만틴염산염,Memantine Hydrochloride,"정제, 저작정",한국룬드벡(주),Lundbeck Korea,,,200308324,20030918,[01190]기타의 중추신경용약,전문의약품,"668000040,E25650021",연한 노랑에서 노란색의 타원형 필름코팅정,타원형,3.5,11.2,5.2,M분할선,1분할선0,노랑,,20120619,필름코팅정,20201207
50830,"[582, 700, 221, 230]",13899,1859,491,K-003351-013900-038162_0_2_0_2_75_000_200.png,976,1280,K-003351-013900-038162_0_2_0_2_75_000_200.png,K-013900,정상알약,연회색 배경,앞면,주백색,75,0,200,K-013900,에빅사정(메만틴염산염)(비매품),Ebixa Tab.,http://connectdi.com/design/img/drug/150825481273500012.jpg,메만틴염산염,Memantine Hydrochloride,"정제, 저작정",한국룬드벡(주),Lundbeck Korea,,,200308324,20030918,[01190]기타의 중추신경용약,전문의약품,"668000040,E25650021",연한 노랑에서 노란색의 타원형 필름코팅정,타원형,3.5,11.2,5.2,M분할선,1분할선0,노랑,,20120619,필름코팅정,20201207
59891,"[152, 798, 221, 271]",38161,1857,492,K-003351-013900-038162_0_2_0_2_90_000_200.png,976,1280,K-003351-013900-038162_0_2_0_2_90_000_200.png,K-038162,정상알약,연회색 배경,앞면,주백색,90,0,200,K-038162,로수바미브정 10/20mg,Rosuvamibe Tab. 10/20mg,http://connectdi.com/design/img/drug/147427180466400018.jpg,로수바스타틴칼슘|에제티미브,Ezetimibe| Rosuvastatin Calcium,"정제, 저작정",(주)유한양행,Yuhan,,,201600318,20160119,[02180]동맥경화용제,전문의약품,642104800,분홍색의 달걀형 필름코팅정,타원형,5.0,11.5,6.6,RE20,Y분할선H,분홍,,20160414,필름코팅정,20190805
60996,"[597, 243, 221, 276]",38161,1855,490,K-003351-013900-038162_0_2_0_2_70_000_200.png,976,1280,K-003351-013900-038162_0_2_0_2_70_000_200.png,K-038162,정상알약,연회색 배경,앞면,주백색,70,0,200,K-038162,로수바미브정 10/20mg,Rosuvamibe Tab. 10/20mg,http://connectdi.com/design/img/drug/147427180466400018.jpg,로수바스타틴칼슘|에제티미브,Ezetimibe| Rosuvastatin Calcium,"정제, 저작정",(주)유한양행,Yuhan,,,201600318,20160119,[02180]동맥경화용제,전문의약품,642104800,분홍색의 달걀형 필름코팅정,타원형,5.0,11.5,6.6,RE20,Y분할선H,분홍,,20160414,필름코팅정,20190805
64680,"[108, 703, 231, 280]",38161,1856,491,K-003351-013900-038162_0_2_0_2_75_000_200.png,976,1280,K-003351-013900-038162_0_2_0_2_75_000_200.png,K-038162,정상알약,연회색 배경,앞면,주백색,75,0,200,K-038162,로수바미브정 10/20mg,Rosuvamibe Tab. 10/20mg,http://connectdi.com/design/img/drug/147427180466400018.jpg,로수바스타틴칼슘|에제티미브,Ezetimibe| Rosuvastatin Calcium,"정제, 저작정",(주)유한양행,Yuhan,,,201600318,20160119,[02180]동맥경화용제,전문의약품,642104800,분홍색의 달걀형 필름코팅정,타원형,5.0,11.5,6.6,RE20,Y분할선H,분홍,,20160414,필름코팅정,20190805
44485,"[673, 833, 217, 205]",22346,5287,1389,K-003483-020238-020877-022347_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-020877-022347_0_2_0_2_70_000_200.png,K-022347,정상알약,연회색 배경,앞면,주백색,70,0,200,K-022347,자누비아정 50mg,Januvia Tab. 50mg,http://connectdi.com/design/img/drug/1Mf9b53DgMT.jpg,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate　,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200710758,20070921,[03960]당뇨병용제,전문의약품,"655500310,E09060611",밝은 베이지색으로 한면에 112가 새겨진 원형의 양면이 볼록한 필름코팅정,원형,3.33,8.02,8.02,112,,주황,,20080213,필름코팅정,20200130
39195,"[95, 231, 201, 195]",22346,5286,1388,K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,976,1280,K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,K-022347,정상알약,연회색 배경,앞면,주백색,75,0,200,K-022347,자누비아정 50mg,Januvia Tab. 50mg,http://connectdi.com/design/img/drug/1Mf9b53DgMT.jpg,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate　,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200710758,20070921,[03960]당뇨병용제,전문의약품,"655500310,E09060611",밝은 베이지색으로 한면에 112가 새겨진 원형의 양면이 볼록한 필름코팅정,원형,3.33,8.02,8.02,112,,주황,,20080213,필름코팅정,20200130
80730,"[583, 175, 270, 299]",20876,5283,1389,K-003483-020238-020877-022347_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-020877-022347_0_2_0_2_70_000_200.png,K-020877,정상알약,연회색 배경,앞면,주백색,70,0,200,K-020877,엑스포지정 5/160mg,Exforge Tab. 5/160mg,http://connectdi.com/design/img/drug/1MecIOjA6Yf.jpg,발사르탄|암로디핀베실산염,Amlodipine Besylate| Valsartan,"정제, 저작정",한국노바티스(주),Novartis Korea,Novartis Pharma Stein AG,,200703803,20070403,[02140]혈압강하제,전문의약품,"653600850,E01631481",어두운 황색의 달걀형 필름코팅정,타원형,4.0,14.0,5.5,NVR,ECE,노랑,,20070518,필름코팅정,20200601
88126,"[106, 792, 278, 317]",20876,5284,1388,K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,976,1280,K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,K-020877,정상알약,연회색 배경,앞면,주백색,75,0,200,K-020877,엑스포지정 5/160mg,Exforge Tab. 5/160mg,http://connectdi.com/design/img/drug/1MecIOjA6Yf.jpg,발사르탄|암로디핀베실산염,Amlodipine Besylate| Valsartan,"정제, 저작정",한국노바티스(주),Novartis Korea,Novartis Pharma Stein AG,,200703803,20070403,[02140]혈압강하제,전문의약품,"653600850,E01631481",어두운 황색의 달걀형 필름코팅정,타원형,4.0,14.0,5.5,NVR,ECE,노랑,,20070518,필름코팅정,20200601
54273,"[153, 863, 237, 229]",20237,5279,1389,K-003483-020238-020877-022347_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-020877-022347_0_2_0_2_70_000_200.png,K-020238,정상알약,연회색 배경,앞면,주백색,70,0,200,K-020238,플라빅스정 75mg,Plavix Tab. 75mg,http://connectdi.com/design/img/drug/149883724889500122.jpg,클로피도그렐황산염,Clopidogrel Bisulfate,"정제, 저작정",(주)한독,Handok,Sanofi Winthrop Industrie,,200700907,20070122,[02180]동맥경화용제,전문의약품,"652101570,A07404851",분홍색의 원형필름코팅정,원형,4.0,8.5,8.5,75,1171,분홍,,20041222,필름코팅정,20210426
48138,"[570, 177, 226, 213]",20237,5278,1388,K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,976,1280,K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,K-020238,정상알약,연회색 배경,앞면,주백색,75,0,200,K-020238,플라빅스정 75mg,Plavix Tab. 75mg,http://connectdi.com/design/img/drug/149883724889500122.jpg,클로피도그렐황산염,Clopidogrel Bisulfate,"정제, 저작정",(주)한독,Handok,Sanofi Winthrop Industrie,,200700907,20070122,[02180]동맥경화용제,전문의약품,"652101570,A07404851",분홍색의 원형필름코팅정,원형,4.0,8.5,8.5,75,1171,분홍,,20041222,필름코팅정,20210426
49087,"[163, 279, 191, 257]",3482,5280,1389,K-003483-020238-020877-022347_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-020877-022347_0_2_0_2_70_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
54526,"[619, 722, 199, 274]",3482,5282,1388,K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,976,1280,K-003483-020238-020877-022347_0_2_0_2_75_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
34782,"[369, 206, 186, 187]",3350,1033,276,K-003351-020014-021325_0_2_0_2_90_000_200.png,976,1280,K-003351-020014-021325_0_2_0_2_90_000_200.png,K-003351,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003351,일양하이트린정 2mg,Hytrin Tab. 2mg Ilyang,http://connectdi.com/design/img/drug/147765842976900148.jpg,테라조신염산염수화물,Terazosin Hydrochloride Hydrate,"정제, 저작정",일양약품(주),Ilyang Pharmaceutical,,,199101125,19910626,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,"641702010,A09503981",오랜지색 또는 노란색의 원형정제.,원형,2.76,7.01,7.01,I분할선Y,HT,주황,,20041222,나정,20170328
36150,"[623, 753, 150, 241]",21324,1036,276,K-003351-020014-021325_0_2_0_2_90_000_200.png,976,1280,K-003351-020014-021325_0_2_0_2_90_000_200.png,K-021325,정상알약,연회색 배경,앞면,주백색,90,0,200,K-021325,아토르바정 10mg,Atorva Tab. 10mg,http://connectdi.com/design/img/drug/152035092098100027.jpg,아토르바스타틴칼슘,Atorvastatin Calcium,"정제, 저작정",(주)유한양행,Yuhan,,,200705992,20070525,[02180]동맥경화용제,전문의약품,"642100980,A04507081",흰색의 타원형 필름코팅정,타원형,3.83,9.7,5.08,YH,10,하양,,20080417,필름코팅정,20190805
118989,"[48, 731, 351, 339]",20013,1030,276,K-003351-020014-021325_0_2_0_2_90_000_200.png,976,1280,K-003351-020014-021325_0_2_0_2_90_000_200.png,K-020014,정상알약,연회색 배경,앞면,주백색,90,0,200,K-020014,마도파정,Madopar Tab.,http://connectdi.com/design/img/drug/1Na4Vf6KG_m.jpg,레보도파|염산벤세라짓,Benserazide Hydrochloride| Levodopa,"정제, 저작정",(주)한국로슈,Roche Korea,Delpharm Milano S.r.l,,200611524,20061127,[01190]기타의 중추신경용약,전문의약품,"645000180,W21840151",십자눈금이 새겨져 있는 양면이 볼록한 분홍색의 원형정제이다 ,원형,4.7,12.2,12.2,RO분할선C분할선HE분할선마크분할선,십자분할선,분홍,,20041222,나정,20200924
37449,"[638, 278, 219, 171]",19860,2118,561,K-003483-019861-030308-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-019861-030308-035206_0_2_0_2_70_000_200.png,K-019861,정상알약,연회색 배경,앞면,주백색,70,0,200,K-019861,노바스크정 5mg,Norvasc Tab. 5mg,http://connectdi.com/design/img/drug/153002764366400073.jpg,암로디핀베실산염,Amlodipine Besylate,"정제, 저작정",한국화이자제약(주),Pfizer Korea,,,200610660,20060906,[02140]혈압강하제,전문의약품,"648900030,E01890381",흰색의 팔각형 정제,팔각형,3.2,8.6,6.2,마크,NV분할선5,하양,,20041222,나정,20200804
39952,"[91, 827, 227, 176]",19860,2116,559,K-003483-019861-030308-035206_0_2_0_2_75_000_200.png,976,1280,K-003483-019861-030308-035206_0_2_0_2_75_000_200.png,K-019861,정상알약,연회색 배경,앞면,주백색,75,0,200,K-019861,노바스크정 5mg,Norvasc Tab. 5mg,http://connectdi.com/design/img/drug/153002764366400073.jpg,암로디핀베실산염,Amlodipine Besylate,"정제, 저작정",한국화이자제약(주),Pfizer Korea,,,200610660,20060906,[02140]혈압강하제,전문의약품,"648900030,E01890381",흰색의 팔각형 정제,팔각형,3.2,8.6,6.2,마크,NV분할선5,하양,,20041222,나정,20200804
117600,"[110, 776, 300, 392]",35205,2126,561,K-003483-019861-030308-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-019861-030308-035206_0_2_0_2_70_000_200.png,K-035206,정상알약,연회색 배경,앞면,주백색,70,0,200,K-035206,아토젯정 10/40mg,Atozet Tab. 10/40mg,http://connectdi.com/design/img/drug/1NVzhGcz6U5.jpg,에제티미브|아토르바스타틴칼슘삼수화물,Atorvastatin Calcium Trihydrate| Ezetimibe,"정제, 저작정",한국엠에스디(주),Msd Korea,,,201500365,20150123,[02180]동맥경화용제,전문의약품,655501870,백색 내지 미백색의 한 면에 337이 새겨진 양면이 볼록한 캡슐모양의 필름코팅정,타원형,7.0,17.0,7.0,337,,하양,,20150226,필름코팅정,20190805
103416,"[557, 87, 278, 372]",35205,2125,559,K-003483-019861-030308-035206_0_2_0_2_75_000_200.png,976,1280,K-003483-019861-030308-035206_0_2_0_2_75_000_200.png,K-035206,정상알약,연회색 배경,앞면,주백색,75,0,200,K-035206,아토젯정 10/40mg,Atozet Tab. 10/40mg,http://connectdi.com/design/img/drug/1NVzhGcz6U5.jpg,에제티미브|아토르바스타틴칼슘삼수화물,Atorvastatin Calcium Trihydrate| Ezetimibe,"정제, 저작정",한국엠에스디(주),Msd Korea,,,201500365,20150123,[02180]동맥경화용제,전문의약품,655501870,백색 내지 미백색의 한 면에 337이 새겨진 양면이 볼록한 캡슐모양의 필름코팅정,타원형,7.0,17.0,7.0,337,,하양,,20150226,필름코팅정,20190805
137740,"[605, 700, 284, 485]",30307,2122,561,K-003483-019861-030308-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-019861-030308-035206_0_2_0_2_70_000_200.png,K-030308,정상알약,연회색 배경,앞면,주백색,70,0,200,K-030308,트라젠타듀오정 2.5/850mg,Trajenta-duo Tab. 2.5/850mg,http://connectdi.com/design/img/drug/147426633330100199.jpg,리나글립틴|메트포르민염산염,Linagliptin| Metformin Hydrochloride,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,"Boehringer Ingelheim, Pharrma GmbH & Co.KG, Boehringer Ingelheim  Promeco S.A. de C.V., Boehringer Ingelheim Ellas A.E.",,201208291,20121115,[03960]당뇨병용제,전문의약품,653501400,밝은 오렌지색의 양면이 볼록한 타원형 필름코팅정제,타원형,7.0,19.0,9.0,마크,D2/850,주황,,20121225,필름코팅정,20210322
126314,"[97, 64, 274, 461]",30307,2123,559,K-003483-019861-030308-035206_0_2_0_2_75_000_200.png,976,1280,K-003483-019861-030308-035206_0_2_0_2_75_000_200.png,K-030308,정상알약,연회색 배경,앞면,주백색,75,0,200,K-030308,트라젠타듀오정 2.5/850mg,Trajenta-duo Tab. 2.5/850mg,http://connectdi.com/design/img/drug/147426633330100199.jpg,리나글립틴|메트포르민염산염,Linagliptin| Metformin Hydrochloride,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,"Boehringer Ingelheim, Pharrma GmbH & Co.KG, Boehringer Ingelheim  Promeco S.A. de C.V., Boehringer Ingelheim Ellas A.E.",,201208291,20121115,[03960]당뇨병용제,전문의약품,653501400,밝은 오렌지색의 양면이 볼록한 타원형 필름코팅정제,타원형,7.0,19.0,9.0,마크,D2/850,주황,,20121225,필름코팅정,20210322
54340,"[151, 219, 247, 220]",3482,2121,561,K-003483-019861-030308-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-019861-030308-035206_0_2_0_2_70_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
58760,"[573, 839, 260, 226]",3482,2119,559,K-003483-019861-030308-035206_0_2_0_2_75_000_200.png,976,1280,K-003483-019861-030308-035206_0_2_0_2_75_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
80934,"[69, 797, 329, 246]",20876,1177,314,K-003483-020877-029667-034597_0_2_0_2_90_000_200.png,976,1280,K-003483-020877-029667-034597_0_2_0_2_90_000_200.png,K-020877,정상알약,연회색 배경,앞면,주백색,90,0,200,K-020877,엑스포지정 5/160mg,Exforge Tab. 5/160mg,http://connectdi.com/design/img/drug/1MecIOjA6Yf.jpg,발사르탄|암로디핀베실산염,Amlodipine Besylate| Valsartan,"정제, 저작정",한국노바티스(주),Novartis Korea,Novartis Pharma Stein AG,,200703803,20070403,[02140]혈압강하제,전문의약품,"653600850,E01631481",어두운 황색의 달걀형 필름코팅정,타원형,4.0,14.0,5.5,NVR,ECE,노랑,,20070518,필름코팅정,20200601
49275,"[624, 184, 225, 219]",29666,1172,314,K-003483-020877-029667-034597_0_2_0_2_90_000_200.png,976,1280,K-003483-020877-029667-034597_0_2_0_2_90_000_200.png,K-029667,정상알약,연회색 배경,앞면,주백색,90,0,200,K-029667,리바로정 4mg,Livalo Tab. 4mg,http://connectdi.com/design/img/drug/147426609286000173.jpg,피타바스타틴칼슘,Pitavastatin Calcium,"정제, 저작정",제이더블유중외제약(주),Jw Pharmaceutical,,,201205253,20120531,[02180]동맥경화용제,전문의약품,644913470,중앙에 선이 있는  담황색의 원형필름코팅정,원형,3.9,8.7,8.7,마크203,분할선,노랑,,20120711,필름코팅정,20210415
56280,"[647, 755, 210, 268]",3482,1174,314,K-003483-020877-029667-034597_0_2_0_2_90_000_200.png,976,1280,K-003483-020877-029667-034597_0_2_0_2_90_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
188600,"[28, 41, 460, 410]",34596,1169,314,K-003483-020877-029667-034597_0_2_0_2_90_000_200.png,976,1280,K-003483-020877-029667-034597_0_2_0_2_90_000_200.png,K-034597,정상알약,연회색 배경,앞면,주백색,90,0,200,K-034597,제미메트서방정 50/1000mg,Zemimet SR Tab. 50/1000mg,http://connectdi.com/design/img/drug/147426964205900067.jpg,제미글립틴타르타르산염1.5수화물|메트포르민염산염,Gemigliptin Tartrate Sesquihydrate| Metformin Hydrochloride,서방형정제,(주)엘지화학,Lg Chem,,,201405223,20141107,[03960]당뇨병용제,전문의약품,668902910,갈색 장방형의 필름코팅정,장방형,8.25,19.81,10.07,마크,5010,분홍,,20160224,서방성필름코팅정,20210513
41370,"[103, 201, 210, 197]",22346,5304,1394,K-003483-016262-022347-027777_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-022347-027777_0_2_0_2_90_000_200.png,K-022347,정상알약,연회색 배경,앞면,주백색,90,0,200,K-022347,자누비아정 50mg,Januvia Tab. 50mg,http://connectdi.com/design/img/drug/1Mf9b53DgMT.jpg,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate　,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200710758,20070921,[03960]당뇨병용제,전문의약품,"655500310,E09060611",밝은 베이지색으로 한면에 112가 새겨진 원형의 양면이 볼록한 필름코팅정,원형,3.33,8.02,8.02,112,,주황,,20080213,필름코팅정,20200130
34650,"[177, 814, 175, 198]",27776,5302,1394,K-003483-016262-022347-027777_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-022347-027777_0_2_0_2_90_000_200.png,K-027777,정상알약,연회색 배경,앞면,주백색,90,0,200,K-027777,카나브정 60mg,Kanarb Tab. 60mg,http://connectdi.com/design/img/drug/154333320801300056.jpg,피마사르탄칼륨삼수화물,Fimasartan Potassium Trihydrate,"정제, 저작정",보령제약(주),Boryung,,,201005501,20100909,[02140]혈압강하제,전문의약품,641905450,노란색의 한 면에 분할선이 있고 각 모서리가 둥근 육각형의 볼록한 필름코팅정제,육각형,4.0,8.0,4.0,B분할선R,FMS6,노랑,,20101230,필름코팅정,20210309
57552,"[567, 816, 264, 218]",3482,5312,1394,K-003483-016262-022347-027777_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-022347-027777_0_2_0_2_90_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
56376,"[603, 192, 243, 232]",16261,5307,1394,K-003483-016262-022347-027777_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-022347-027777_0_2_0_2_90_000_200.png,K-016262,정상알약,연회색 배경,앞면,주백색,90,0,200,K-016262,크레스토정 20mg,Crestor Tab. 20mg,http://connectdi.com/design/img/drug/151317963768200047.jpg,로수바스타틴칼슘,Rosuvastatin Calcium,"정제, 저작정",한국아스트라제네카(주),Astrazeneca Korea,,,200410326,20040831,[02180]동맥경화용제,전문의약품,"650700530,E06610651",분홍색 원형 필름코팅정,원형,4.5,9.2,9.2,ZD452220,,분홍,,20041222,필름코팅정,20201119
124202,"[129, 750, 281, 442]",29344,2847,749,K-001900-016548-029345-044199_0_2_0_2_90_000_200.png,976,1280,K-001900-016548-029345-044199_0_2_0_2_90_000_200.png,K-029345,정상알약,연회색 배경,앞면,주백색,90,0,200,K-029345,비모보정 500/20mg,Vimovo Tab. 500/20mg,http://connectdi.com/design/img/drug/154661642891500031.jpg,나프록센|에스오메프라졸마그네슘삼수화물,Esomeprazole Magnesium Trihydrate| Naproxen,"정제, 저작정",한국아스트라제네카(주),Astrazeneca Korea,,,201200417,20120119,[01140]해열.진통.소염제,전문의약품,650700800,핵정과 외핵으로 이루어진 양면이 볼록한 타원형의 노란색 필름코팅 정제    ,타원형,7.0,18.0,10.0,500/20,,노랑,,20120223,필름코팅정,20210713
128894,"[92, 708, 289, 446]",29344,2849,748,K-001900-016548-029345-044199_0_2_0_2_75_000_200.png,976,1280,K-001900-016548-029345-044199_0_2_0_2_75_000_200.png,K-029345,정상알약,연회색 배경,앞면,주백색,75,0,200,K-029345,비모보정 500/20mg,Vimovo Tab. 500/20mg,http://connectdi.com/design/img/drug/154661642891500031.jpg,나프록센|에스오메프라졸마그네슘삼수화물,Esomeprazole Magnesium Trihydrate| Naproxen,"정제, 저작정",한국아스트라제네카(주),Astrazeneca Korea,,,201200417,20120119,[01140]해열.진통.소염제,전문의약품,650700800,핵정과 외핵으로 이루어진 양면이 볼록한 타원형의 노란색 필름코팅 정제    ,타원형,7.0,18.0,10.0,500/20,,노랑,,20120223,필름코팅정,20210713
26268,"[178, 268, 132, 199]",1899,2839,749,K-001900-016548-029345-044199_0_2_0_2_90_000_200.png,976,1280,K-001900-016548-029345-044199_0_2_0_2_90_000_200.png,K-001900,정상알약,연회색 배경,앞면,주백색,90,0,200,K-001900,보령부스파정 5mg,Buspar Tab. 5mg Boryung,http://connectdi.com/design/img/drug/1Mxwka5v0lL.jpg,부스피론염산염,Buspirone Hydrochloride,"정제, 저작정",보령제약(주),Boryung,,,198700706,19870323,[01170]정신신경용제,전문의약품,"641901280,A09302381",이약은 양면볼록한 장방형의 흰색정제이다,장방형,2.5,8.0,4.5,BSP,5,하양,,20070910,나정,20160825
